Title,Author,Secondary Author(s),Illustrator(s),Translator(s),Series Name,State,District,Challenge/Removal,Ban Status,Initiating Action
The Absolutely True Diary of a Part-Time Indian,"Alexie, Sherman",,"Forney, Ellen",,,Iowa,WACO Community School District,June 2024,Banned,Administration
The Absolutely True Diary of a Part-Time Indian,"Alexie, Sherman",,"Forney, Ellen",,,Iowa,Washington Community School District,June 2024,Banned,Administration
The Absolutely True Diary of a Part-Time Indian,"Alexie, Sherman",,"Forney, Ellen",,,Iowa,Waverly-Shell Rock Community School District,October 2023,Banned,Administration
The Absolutely True Diary of a Part-Time Indian,"Alexie, Sherman",,"Forney, Ellen",,,Iowa,West Burlington Independent School District,June 2024,Banned,Administration
The Absolutely True Diary of a Part-Time Indian,"Alexie, Sherman",,"Forney, Ellen",,,Iowa,Winterset Community School District,October 2023,Banned,Administration
The Absolutely True Diary of a Part-Time Indian,"Alexie, Sherman",,"Forney, Ellen",,,North Carolina,Moore County Schools,January 2024,Banned by restriction,Formal Challenge
The Absolutely True Diary of a Part-Time Indian,"Alexie, Sherman",,"Forney, Ellen",,,South Carolina,Spartanburg County School District One,February 2024,Banned,Administration
The Absolutely True Diary of a Part-Time Indian,"Alexie, Sherman",,"Forney, Ellen",,,Texas,Fort Worth Independent School District,August 2023,Banned pending investigation,Administration
The Absolutely True Diary of a Part-Time Indian,"Alexie, Sherman",,"Forney, Ellen",,,Utah,Granite School District,March 2024,Banned pending investigation,Formal Challenge
The Absolutely True Diary of a Part-Time Indian,"Alexie, Sherman",,"Forney, Ellen",,,Virginia,Hanover County Public Schools,August 2023,Banned,Administration
The Absolutely True Diary of a Part-Time Indian,"Alexie, Sherman",,"Forney, Ellen",,,Wisconsin,Elkhorn Area School District,November 2023,Banned pending investigation,"Informal Challenge, Administration"
The Absolutely True Diary of a Part-Time Indian,"Alexie, Sherman",,"Forney, Ellen",,,Wisconsin,Howard-Suamic School District,November 2023,Banned,Administration
Girls Like Us (2019),"Alger, Cristina",,,,,Iowa,Mid-Prairie Community School District,June 2024,Banned,Administration
The Gods and Goddesses of Olympus,Aliki,,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Tales of Mystery and Imagination,"Allan, Tony",,,,Library of Fantasy and Adventure,Iowa,South Central Calhoun Community School District,June 2024,Banned pending investigation,Administration
Titans and Olympians: Greek and Roman Myth,"Allan, Tony",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Triumph of the hero: Greek and Roman Myth,"Allan, Tony",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
The Line Tender,"Allen, Kate",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
17 First Kisses,"Allen, Rachael",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
A Taxonomy of Love,"Allen, Rachael",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
A Taxonomy of Love,"Allen, Rachael",,,,,Iowa,Nevada Community School District,October 2023,Banned pending investigation,Administration
Harley Quinn: Reckoning,"Allen, Rachael",,,,,Iowa,Clear Creek-Amana Community School District,June 2024,Banned pending investigation,Administration
In the Midst of Winter,"Allende, Isabel",,,,,Florida,Orange County Public Schools,December 2023,Banned pending investigation,Administration
The House of the Spirits,"Allende, Isabel",,,,,Florida,Escambia County Public Schools,December 2023,Banned pending investigation,Administration
The House of the Spirits,"Allende, Isabel",,,,,Florida,Okaloosa County School District,August 2023,Banned pending investigation,Administration
The House of the Spirits,"Allende, Isabel",,,,,Florida,Orange County Public Schools,December 2023,Banned by restriction,Administration
Zorro,"Allende, Isabel",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Hear These Voices: Youth at the Edge of the Millennium,"Allison, Anthony",,,,,Florida,Escambia County Public Schools,December 2023,Banned pending investigation,Administration
Bastard out of Carolina,"Allison, Dorothy",,,,,Maine,Hermon School Department,August 2023,Banned by restriction,Administration
Giant Days,"Allison, John","Cogar, Whitney","Treiman, Lissa",,Giant Days,Texas,Conroe Independent School District,November 2023,Banned,Administration
Counting Stars,"Almond, David",,,,Readers Circle,Florida,Collier County Public Schools,October 2023,Banned pending investigation,Administration
The Tightrope Walkers,"Almond, David",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Counterfeit Son,"Alphin, Elaine Marie",,,,,Florida,Clay County School District,July 2023,Banned pending investigation,Formal Challenge
Canary,"Alpine, Rachele",,,,,Iowa,Clear Creek-Amana Community School District,June 2024,Banned pending investigation,Administration
Never Always Sometimes,"Alsaid, Adi",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Never Always Sometimes,"Alsaid, Adi",,,,,Iowa,Nevada Community School District,October 2023,Banned pending investigation,Administration
Primal Waters,"Alten, Steve",,,,MEG,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Resurrection,"Alten, Steve",,,,The Domain Trilogy,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
The Loch,"Alten, Steve",,,,The Loch,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
How the Garcia Girls Lost Their Accents,"Alvarez, Julia",,,,,Florida,Clay County School District,June 2024,Banned,Formal Challenge
How the Garcia Girls Lost Their Accents,"Alvarez, Julia",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
In the Time of the Butterflies,"Alvarez, Julia",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Because You Love to Hate Me: 13 Tales of Villainy,Ameriie,"Ahdieh, Renee; Chainani, Soman; Dennard, Susan; Enni, Sarah; Meyer, Marissa; Pon, Cindy; Schwab, Victoria; Shannon, Smantha; Silvera, Adam; Smith, Andrew; Tucholke, April Genevieve; Yoon, Nicola; Alderson, Benjamin; Alsberg; Sasha; Atkinson, Whitney; Burke, Tina; Feeney, Catriona; George, Jesse; Herdt, Zoe; Lane, Samantha; Lee, Sophia; Lemay, Raeleen; Perusse, Regan; Riccio, Christine; Sinclair, Stephan and Kat Kennnedy",,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Because You Love to Hate Me: 13 Tales of Villainy,Ameriie,"Ahdieh, Renee; Chainani, Soman; Dennard, Susan; Enni, Sarah; Meyer, Marissa; Pon, Cindy; Schwab, Victoria; Shannon, Smantha; Silvera, Adam; Smith, Andrew; Tucholke, April Genevieve; Yoon, Nicola; Alderson, Benjamin; Alsberg; Sasha; Atkinson, Whitney; Burke, Tina; Feeney, Catriona; George, Jesse; Herdt, Zoe; Lane, Samantha; Lee, Sophia; Lemay, Raeleen; Perusse, Regan; Riccio, Christine; Sinclair, Stephan and Kat Kennnedy",,,,Wisconsin,Elkhorn Area School District,November 2023,Banned by restriction,"Informal Challenge, Administration"
The Usborne first thousand words in Spanish : with easy pronunciation guide,"Amery, Heather",,,,,Texas,North East Independent School District,June 2024,Banned,Administration
Zahra's Paradise,Amir,,Khalil,,,Florida,Escambia County Public Schools,December 2023,Banned pending investigation,Administration
Zahra's Paradise,Amir,,Khalil,,,Florida,Okaloosa County School District,August 2023,Banned,Administration
Zahra's Paradise,Amir,,Khalil,,,Florida,Seminole County Public Schools,April 2024,Banned,Administration
The Blood of Flowers,"Amirrezvani, Anita",,,,,Florida,Orange County Public Schools,June 2024,Banned by restriction,Administration
"Bless Me, Ultima","Anaya, Rudolfo",,,,,Florida,Clay County School District,January 2024,Banned pending investigation,Formal Challenge
Murder of Crows,"Ancrum, K.",,,,Lethal Lit,Florida,Clay County School District,October 2023,Banned pending investigation,Formal Challenge
All the Birds in the Sky,"Anders, Charlie Jane",,,,,Wisconsin,Elkhorn Area School District,November 2023,Banned pending investigation,"Informal Challenge, Administration"
Baroque and Rococo art,"Andersen, Liselotte",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Midnight at the Electric,"Anderson, Jodi Lynn",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Peaches,"Anderson, Jodi Lynn",,,,Peaches,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
The Vanishing Season,"Anderson, Jodi Lynn",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Catalyst,"Anderson, Laurie Halse",,,,,Florida,Collier County Public Schools,October 2023,Banned,Administration
Catalyst,"Anderson, Laurie Halse",,,,,Florida,Escambia County Public Schools,August 2023,Banned by restriction,Administration
Chains,"Anderson, Laurie Halse",,,,,Florida,Clay County School District,November 2023,Banned by restriction,Formal Challenge
Prom,"Anderson, Laurie Halse",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Shout,"Anderson, Laurie Halse",,,,,Florida,Collier County Public Schools,September 2023,Banned by restriction,Formal Challenge
Shout,"Anderson, Laurie Halse",,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Shout,"Anderson, Laurie Halse",,,,,Florida,Indian River County Schools,September 2023,Banned,Formal Challenge
Shout,"Anderson, Laurie Halse",,,,,Iowa,Bondurant-Farrar Community School District,March 2024,Banned pending investigation,Administration
Shout,"Anderson, Laurie Halse",,,,,Iowa,Clear Lake Community School District,June 2024,Banned,Administration
Shout,"Anderson, Laurie Halse",,,,,Iowa,Dallas Center-Grimes Community School District,June 2024,Banned pending investigation,Administration
Shout,"Anderson, Laurie Halse",,,,,Iowa,Grundy Center Community School District,June 2024,Banned,Administration
Shout,"Anderson, Laurie Halse",,,,,Iowa,Nevada Community School District,October 2023,Banned pending investigation,Administration
Shout,"Anderson, Laurie Halse",,,,,Iowa,Pocahontas Area Community School District,June 2024,Banned,Administration
Shout,"Anderson, Laurie Halse",,,,,Iowa,Waukee Community School District,June 2024,Banned pending investigation,Administration
Shout,"Anderson, Laurie Halse",,,,,Iowa,West Des Moines Community Schools,June 2024,Banned pending investigation,Administration
Shout,"Anderson, Laurie Halse",,,,,Iowa,Winterset Community School District,October 2023,Banned,Administration
Shout,"Anderson, Laurie Halse",,,,,Texas,Midland Independent School District,March 2024,Banned,Formal Challenge
Shout,"Anderson, Laurie Halse",,,,,Texas,North East Independent School District,June 2024,Banned,Administration
Shout,"Anderson, Laurie Halse",,,,,Virginia,Hanover County Public Schools,August 2023,Banned,Administration
Shout,"Anderson, Laurie Halse",,,,,Wisconsin,Elkhorn Area School District,November 2023,Banned by restriction,"Informal Challenge, Administration"
Speak,"Anderson, Laurie Halse",,,,,Florida,Charlotte County Public Schools,August 2023,Banned,Administration
Speak,"Anderson, Laurie Halse",,,,,Florida,Collier County Public Schools,October 2023,Banned,Administration
Speak,"Anderson, Laurie Halse",,,,,Florida,Duval County Public Schools,December 2023,Banned pending investigation,Administration
Speak,"Anderson, Laurie Halse",,,,,Florida,Escambia County Public Schools,December 2023,Banned pending investigation,Administration
Speak,"Anderson, Laurie Halse",,,,,Florida,Santa Rosa County Schools,September 2023,Banned pending investigation,Formal Challenge
Speak,"Anderson, Laurie Halse",,,,,Florida,Seminole County Public Schools,November 2023,Banned by restriction,Administration
Speak,"Anderson, Laurie Halse",,,,,Iowa,Alburnett Community School District,June 2024,Banned,Administration
Speak,"Anderson, Laurie Halse",,,,,Iowa,Aplington-Parkersburg Community School District,June 2024,Banned,Administration
Speak,"Anderson, Laurie Halse",,,,,Iowa,CAM Community School District,October 2023,Banned,Administration
Speak,"Anderson, Laurie Halse",,,,,Iowa,Central Springs School District,October 2023,Banned,Administration
Speak,"Anderson, Laurie Halse",,,,,Iowa,Denver Community School District,June 2024,Banned,Administration
Speak,"Anderson, Laurie Halse",,,,,Iowa,Dike-New Hartford Community School District,October 2023,Banned,Administration
Speak,"Anderson, Laurie Halse",,,,,Iowa,East Union Community School District,June 2024,Banned,Administration
Speak,"Anderson, Laurie Halse",,,,,Iowa,Forest City Community School District,October 2023,Banned,Administration
Speak,"Anderson, Laurie Halse",,,,,Iowa,Grundy Center Community School District,June 2024,Banned,Administration
Speak,"Anderson, Laurie Halse",,,,,Iowa,Hudson Community School District,October 2023,Banned,Administration
Speak,"Anderson, Laurie Halse",,,,,Iowa,Interstate 35 Community School District,June 2024,Banned,Administration
Speak,"Anderson, Laurie Halse",,,,,Iowa,Keota Community School District,October 2023,Banned,Administration
Speak,"Anderson, Laurie Halse",,,,,Iowa,Lisbon Community School District,June 2024,Banned,Administration
Speak,"Anderson, Laurie Halse",,,,,Iowa,Louisa-Muscatine Community School District,October 2023,Banned pending investigation,Administration
Speak,"Anderson, Laurie Halse",,,,,Iowa,Mid-Prairie Community School District,June 2024,Banned,Administration
Speak,"Anderson, Laurie Halse",,,,,Iowa,Nevada Community School District,October 2023,Banned pending investigation,Administration
Speak,"Anderson, Laurie Halse",,,,,Iowa,New Hampton Community Schools,June 2024,Banned,Administration
Speak,"Anderson, Laurie Halse",,,,,Iowa,Nodaway Valley Community School District,October 2023,Banned,Administration
Speak,"Anderson, Laurie Halse",,,,,Iowa,Pocahontas Area Community School District,June 2024,Banned,Administration
Speak,"Anderson, Laurie Halse",,,,,Iowa,Riceville Community School District,June 2024,Banned,Administration
Speak,"Anderson, Laurie Halse",,,,,Iowa,Ridge View Community School District,June 2024,Banned,Administration
Speak,"Anderson, Laurie Halse",,,,,Iowa,Shenandoah Community School District,June 2024,Banned,Administration
Speak,"Anderson, Laurie Halse",,,,,Iowa,Sigourney Community School District,October 2023,Banned,Administration
